DocumentId Total_Terms Document_Length
CACM-2541 111 167
CACM-2542 121 187
CACM-2543 89 117
CACM-2544 64 95
CACM-2545 61 88
CACM-2546 87 142
CACM-2547 113 163
CACM-2548 29 32
CACM-2549 31 38
CACM-2550 30 36
CACM-2551 25 30
CACM-2552 32 35
CACM-2553 27 31
CACM-2554 86 186
CACM-2555 85 124
CACM-2556 90 116
CACM-2557 64 90
CACM-2558 58 66
CACM-2559 79 124
CACM-2560 66 110
CACM-2561 94 140
CACM-2562 17 17
CACM-2563 17 17
CACM-2564 20 20
CACM-2565 27 31
CACM-2566 31 33
CACM-2567 103 165
CACM-2568 111 200
CACM-2569 87 189
CACM-2570 91 134
CACM-2571 82 128
CACM-2572 119 189
CACM-2573 19 19
CACM-2574 35 38
CACM-2575 34 36
CACM-2576 34 37
CACM-2577 35 38
CACM-2578 34 36
CACM-2579 72 102
CACM-2580 107 159
CACM-2581 81 106
CACM-2582 106 166
CACM-2583 39 42
CACM-2584 77 95
CACM-2585 27 27
CACM-2586 30 30
CACM-2587 24 25
CACM-2588 19 20
CACM-2589 25 25
CACM-2590 16 16
CACM-2591 21 24
CACM-2592 94 158
CACM-2593 90 140
CACM-2594 91 115
CACM-2595 92 139
CACM-2596 79 149
CACM-2597 73 104
CACM-2598 112 204
CACM-2599 29 34
CACM-2600 29 31
CACM-2601 34 41
CACM-2602 25 27
CACM-2603 58 84
CACM-2604 77 113
CACM-2605 79 104
CACM-2606 97 174
CACM-2607 28 32
CACM-2608 25 30
CACM-2609 64 93
CACM-2610 70 119
CACM-2611 22 22
CACM-2612 18 18
CACM-2613 21 23
CACM-2614 27 29
CACM-2615 30 35
CACM-2616 51 73
CACM-2617 28 28
CACM-2618 44 54
CACM-2619 75 130
CACM-2620 129 211
CACM-2621 70 94
CACM-2622 141 248
CACM-2623 90 130
CACM-2624 89 125
CACM-2625 120 197
CACM-2626 76 111
CACM-2627 89 141
CACM-2628 94 170
CACM-2629 85 120
CACM-2630 46 71
CACM-2631 124 177
CACM-2632 96 154
CACM-2633 53 78
CACM-2634 86 105
CACM-2635 24 24
CACM-2636 22 22
CACM-2637 20 20
CACM-2638 18 18
CACM-2639 19 19
CACM-2640 18 18
CACM-2641 31 34
CACM-2642 37 45
CACM-2643 63 77
CACM-2644 77 108
CACM-2645 110 213
CACM-2646 103 159
CACM-2647 36 38
CACM-2648 71 102
CACM-2649 53 81
CACM-2650 84 135
CACM-2651 87 130
CACM-2652 83 136
CACM-2653 23 24
CACM-2654 28 28
CACM-2655 30 33
CACM-2656 81 117
CACM-2657 84 137
CACM-2658 29 33
CACM-2659 29 32
CACM-2660 27 27
CACM-2661 32 32
CACM-2662 32 35
CACM-2663 34 38
CACM-2664 52 66
CACM-2665 94 139
CACM-2666 69 100
CACM-2667 102 162
CACM-2668 86 144
CACM-2669 105 175
CACM-2670 68 103
CACM-2671 30 32
CACM-2672 32 34
CACM-2673 25 27
CACM-2674 108 156
CACM-2675 23 24
CACM-2676 20 21
CACM-2677 21 22
CACM-2678 28 30
CACM-2679 75 120
CACM-2680 94 140
CACM-2681 76 112
CACM-2682 96 183
CACM-2683 92 134
CACM-2684 105 157
CACM-2685 46 65
CACM-2686 69 93
CACM-2687 100 146
CACM-2688 102 146
CACM-2689 29 31
CACM-2690 26 27
CACM-2691 42 46
CACM-2692 166 298
CACM-2693 29 36
CACM-2694 22 26
CACM-2695 108 163
CACM-2696 63 110
CACM-2697 124 216
CACM-2698 78 106
CACM-2699 97 149
CACM-2700 76 111
CACM-2701 115 173
CACM-2702 114 220
CACM-2703 91 147
CACM-2704 66 84
CACM-2705 96 152
CACM-2706 43 63
CACM-2707 84 117
CACM-2708 65 78
CACM-2709 106 162
CACM-2710 99 143
CACM-2711 99 147
CACM-2712 91 129
CACM-2713 24 24
CACM-2714 76 183
CACM-2715 80 120
CACM-2716 117 175
CACM-2717 90 129
CACM-2718 81 131
CACM-2719 80 117
CACM-2720 108 150
CACM-2721 115 206
CACM-2722 138 252
CACM-2723 109 171
CACM-2724 17 17
CACM-2725 24 24
CACM-2726 112 196
CACM-2727 57 74
CACM-2728 72 110
CACM-2729 37 42
CACM-2730 78 104
CACM-2731 26 29
CACM-2732 78 102
CACM-2733 81 101
CACM-2734 132 232
CACM-2735 34 41
CACM-2736 29 31
CACM-2737 77 138
CACM-2738 66 90
CACM-2739 106 182
CACM-2740 98 165
CACM-2741 83 123
CACM-2742 93 126
CACM-2743 34 37
CACM-2744 74 107
CACM-2745 53 70
CACM-2746 86 162
CACM-2747 47 61
CACM-2748 47 56
CACM-2749 88 147
CACM-2750 122 188
CACM-2751 85 136
CACM-2752 30 37
CACM-2753 146 245
CACM-2754 77 101
CACM-2755 21 21
CACM-2756 33 40
CACM-2757 20 23
CACM-2758 31 36
CACM-2759 29 30
CACM-2760 20 21
CACM-2761 20 20
CACM-2762 26 26
CACM-2763 30 32
CACM-2764 79 96
CACM-2765 106 158
CACM-2766 75 109
CACM-2767 104 170
CACM-2768 48 67
CACM-2769 57 86
CACM-2770 64 88
CACM-2771 97 126
CACM-2772 50 87
CACM-2773 25 26
CACM-2774 18 18
CACM-2775 27 28
CACM-2776 87 137
CACM-2777 88 131
CACM-2778 19 20
CACM-2779 51 70
CACM-2780 63 90
CACM-2781 32 38
CACM-2782 27 28
CACM-2783 32 35
CACM-2784 67 83
CACM-2785 76 107
CACM-2786 139 209
CACM-2787 103 148
CACM-2788 33 33
CACM-2789 22 22
CACM-2790 21 22
CACM-2791 24 24
CACM-2792 17 17
CACM-2793 17 17
CACM-2794 99 158
CACM-2795 101 152
CACM-2796 22 22
CACM-2797 24 24
CACM-2798 82 150
CACM-2799 75 120
CACM-2800 85 173
CACM-2801 90 135
CACM-2802 94 143
CACM-2803 35 45
CACM-2804 47 64
CACM-2805 59 95
CACM-2806 58 75
CACM-2807 75 125
CACM-2808 68 101
CACM-2809 73 99
CACM-2810 103 163
CACM-2811 84 135
CACM-2812 111 202
CACM-2813 48 73
CACM-2814 21 21
CACM-2815 73 83
CACM-2816 93 141
CACM-2817 81 120
CACM-2818 24 25
CACM-2819 86 132
CACM-2820 125 191
CACM-2821 83 111
CACM-2822 62 89
CACM-2823 74 124
CACM-2824 35 37
CACM-2825 40 46
CACM-2826 87 143
CACM-2827 95 150
CACM-2828 136 217
CACM-2829 116 190
CACM-2830 24 25
CACM-2831 26 27
CACM-2832 84 124
CACM-2833 119 168
CACM-2834 67 104
CACM-2835 76 105
CACM-2836 64 90
CACM-2837 66 94
CACM-2838 113 178
CACM-2839 64 75
CACM-2840 84 129
CACM-2841 92 150
CACM-2842 84 138
CACM-2843 67 85
CACM-2844 27 30
CACM-2845 67 90
CACM-2846 108 198
CACM-2847 71 110
CACM-2848 64 102
CACM-2849 116 182
CACM-2850 104 165
CACM-2851 146 260
CACM-2852 75 135
CACM-2853 29 29
CACM-2854 20 20
CACM-2855 77 112
CACM-2856 107 157
CACM-2857 85 116
CACM-2858 88 132
CACM-2859 97 161
CACM-2860 110 149
CACM-2861 25 26
CACM-2862 88 153
CACM-2863 72 106
CACM-2864 110 192
CACM-2865 104 152
CACM-2866 82 96
CACM-2867 68 94
CACM-2868 91 134
CACM-2869 64 90
CACM-2870 89 158
CACM-2871 90 144
CACM-2872 19 20
CACM-2873 90 131
CACM-2874 59 92
CACM-2875 28 37
CACM-2876 104 198
CACM-2877 70 107
CACM-2878 98 170
CACM-2879 37 45
CACM-2880 63 80
CACM-2881 58 77
CACM-2882 99 173
CACM-2883 109 204
CACM-2884 86 137
CACM-2885 76 115
CACM-2886 105 195
CACM-2887 124 227
CACM-2888 80 121
CACM-2889 111 245
CACM-2890 100 173
CACM-2891 65 96
CACM-2892 89 137
CACM-2893 130 219
CACM-2894 66 109
CACM-2895 55 84
CACM-2896 65 80
CACM-2897 125 203
CACM-2898 84 137
CACM-2899 67 110
CACM-2900 74 106
CACM-2901 97 150
CACM-2902 98 159
CACM-2903 91 138
CACM-2904 62 81
CACM-2905 124 230
CACM-2906 94 138
CACM-2907 71 122
CACM-2908 22 24
CACM-2909 30 32
CACM-2910 28 34
CACM-2911 137 241
CACM-2912 90 126
CACM-2913 92 124
CACM-2914 68 112
CACM-2915 70 101
CACM-2916 127 232
CACM-2917 26 28
CACM-2918 93 150
CACM-2919 107 167
CACM-2920 90 139
CACM-2921 117 209
CACM-2922 139 233
CACM-2923 118 177
CACM-2924 122 191
CACM-2925 125 195
CACM-2926 65 95
CACM-2927 83 133
CACM-2928 98 160
CACM-2929 101 154
CACM-2930 58 87
CACM-2931 222 383
CACM-2932 47 66
CACM-2933 36 45
CACM-2934 28 31
CACM-2935 25 27
CACM-2936 100 141
CACM-2937 78 127
CACM-2938 76 113
CACM-2939 106 178
CACM-2940 116 193
CACM-2941 76 103
CACM-2942 28 34
CACM-2943 89 143
CACM-2944 93 134
CACM-2945 83 116
CACM-2946 84 112
CACM-2947 116 167
CACM-2948 81 121
CACM-2949 93 169
CACM-2950 90 142
CACM-2951 115 183
CACM-2952 29 33
CACM-2953 75 100
CACM-2954 76 107
CACM-2955 62 105
CACM-2956 82 132
CACM-2957 121 181
CACM-2958 71 121
CACM-2959 80 128
CACM-2960 21 22
CACM-2961 72 100
CACM-2962 68 101
CACM-2963 79 139
CACM-2964 30 33
CACM-2965 31 35
CACM-2966 81 124
CACM-2967 104 158
CACM-2968 105 150
CACM-2969 78 113
CACM-2970 105 175
CACM-2971 115 182
CACM-2972 83 123
CACM-2973 73 100
CACM-2974 35 37
CACM-2975 23 28
CACM-2976 32 35
CACM-2977 76 124
CACM-2978 94 171
CACM-2979 137 216
CACM-2980 82 130
CACM-2981 93 149
CACM-2982 21 26
CACM-2983 23 27
CACM-2984 49 78
CACM-2985 105 184
CACM-2986 107 173
CACM-2987 102 171
CACM-2988 90 132
CACM-2989 113 177
CACM-2990 101 187
CACM-2991 100 162
CACM-2992 25 30
CACM-2993 114 174
CACM-2994 68 87
CACM-2995 21 22
CACM-2996 105 161
CACM-2997 73 119
CACM-2998 117 191
CACM-2999 74 118
CACM-3000 75 119
CACM-3001 121 194
CACM-3002 114 222
CACM-3003 57 91
CACM-3004 79 122
CACM-3005 116 163
CACM-3006 86 131
CACM-3007 15 17
CACM-3008 98 163
CACM-3009 56 76
CACM-3010 65 95
CACM-3011 99 162
CACM-3012 69 113
CACM-3013 97 149
CACM-3014 107 187
CACM-3015 149 243
CACM-3016 73 98
CACM-3017 73 84
CACM-3018 109 181
CACM-3019 19 20
CACM-3020 89 143
CACM-3021 146 248
CACM-3022 76 109
CACM-3023 80 117
CACM-3024 117 172
CACM-3025 92 141
CACM-3026 110 152
CACM-3027 96 146
CACM-3028 93 136
CACM-3029 20 21
CACM-3030 80 112
CACM-3031 97 154
CACM-3032 102 169
CACM-3033 117 192
CACM-3034 82 136
CACM-3035 83 142
CACM-3036 89 148
CACM-3037 78 111
CACM-3038 61 86
CACM-3039 98 129
CACM-3040 80 116
CACM-3041 122 226
CACM-3042 88 143
CACM-3043 81 117
CACM-3044 55 61
CACM-3045 67 90
CACM-3046 73 134
CACM-3047 107 185
CACM-3048 98 197
CACM-3049 114 211
CACM-3050 82 135
CACM-3051 32 39
CACM-3052 120 200
CACM-3053 99 122
CACM-3054 88 118
CACM-3055 72 124
CACM-3056 81 125
CACM-3057 112 213
CACM-3058 67 94
CACM-3059 78 158
CACM-3060 63 85
CACM-3061 27 30
CACM-3062 29 31
CACM-3063 34 34
CACM-3064 102 154
CACM-3065 82 124
CACM-3066 95 138
CACM-3067 112 162
CACM-3068 70 108
CACM-3069 94 156
CACM-3070 78 124
CACM-3071 87 126
CACM-3072 105 156
CACM-3073 80 105
CACM-3074 102 157
CACM-3075 74 119
CACM-3076 137 243
CACM-3077 187 379
CACM-3078 87 133
CACM-3079 48 58
CACM-3080 96 163
CACM-3081 119 209
CACM-3082 73 119
CACM-3083 73 97
CACM-3084 80 126
CACM-3085 79 141
CACM-3086 85 129
CACM-3087 139 215
CACM-3088 85 122
CACM-3089 67 93
CACM-3090 84 145
CACM-3091 110 186
CACM-3092 122 195
CACM-3093 71 104
CACM-3094 134 218
CACM-3095 71 119
CACM-3096 107 174
CACM-3097 122 222
CACM-3098 71 133
CACM-3099 76 118
CACM-3100 86 119
CACM-3101 99 138
CACM-3102 66 86
CACM-3103 100 151
CACM-3104 69 101
CACM-3105 92 150
CACM-3106 99 140
CACM-3107 60 75
CACM-3108 52 70
CACM-3109 54 69
CACM-3110 86 125
CACM-3111 102 150
CACM-3112 147 225
CACM-3113 76 95
CACM-3114 108 178
CACM-3115 103 177
CACM-3116 101 153
CACM-3117 101 157
CACM-3118 67 98
CACM-3119 49 69
CACM-3120 109 145
CACM-3121 81 128
CACM-3122 29 39
CACM-3123 26 29
CACM-3124 83 131
CACM-3125 112 168
CACM-3126 40 50
CACM-3127 86 121
CACM-3128 97 159
CACM-3129 82 116
CACM-3130 82 151
CACM-3131 84 123
CACM-3132 108 169
CACM-3133 75 114
CACM-3134 100 186
CACM-3135 107 164
CACM-3136 87 132
CACM-3137 65 100
CACM-3138 120 202
CACM-3139 67 121
CACM-3140 79 114
CACM-3141 77 107
CACM-3142 138 202
CACM-3143 70 98
CACM-3144 63 82
CACM-3145 83 128
CACM-3146 94 148
CACM-3147 100 157
CACM-3148 78 114
CACM-3149 77 99
CACM-3150 108 163
CACM-3151 56 88
CACM-3152 105 170
CACM-3153 116 198
CACM-3154 82 138
CACM-3155 17 17
CACM-3156 80 117
CACM-3157 113 212
CACM-3158 68 101
CACM-3159 25 28
CACM-3160 122 215
CACM-3161 29 30
CACM-3162 50 70
CACM-3163 114 214
CACM-3164 109 151
CACM-3165 97 148
CACM-3166 91 136
CACM-3167 52 77
CACM-3168 33 36
CACM-3169 33 38
CACM-3170 41 64
CACM-3171 60 66
CACM-3172 82 122
CACM-3173 71 94
CACM-3174 53 72
CACM-3175 82 116
CACM-3176 90 127
CACM-3177 78 101
CACM-3178 18 18
CACM-3179 70 89
CACM-3180 67 86
CACM-3181 97 133
CACM-3182 109 156
CACM-3183 78 123
CACM-3184 46 64
CACM-3185 51 68
CACM-3186 29 37
CACM-3187 43 48
CACM-3188 61 75
CACM-3189 53 68
CACM-3190 48 57
CACM-3191 47 53
CACM-3192 53 73
CACM-3193 51 55
CACM-3194 59 66
CACM-3195 53 72
CACM-3196 57 74
CACM-3197 52 60
CACM-3198 53 75
CACM-3199 94 127
CACM-3200 77 141
CACM-3201 80 103
CACM-3202 88 113
CACM-3203 84 109
CACM-3204 80 104
