DocumentId Total_Terms Document_Length
CACM-2541 108 176
CACM-2542 115 194
CACM-2543 84 122
CACM-2544 61 100
CACM-2545 61 94
CACM-2546 86 147
CACM-2547 105 171
CACM-2548 29 34
CACM-2549 31 40
CACM-2550 30 38
CACM-2551 24 32
CACM-2552 33 38
CACM-2553 29 34
CACM-2554 83 191
CACM-2555 80 130
CACM-2556 87 119
CACM-2557 63 92
CACM-2558 57 70
CACM-2559 75 131
CACM-2560 66 114
CACM-2561 87 144
CACM-2562 17 17
CACM-2563 17 17
CACM-2564 21 21
CACM-2565 26 35
CACM-2566 34 40
CACM-2567 102 170
CACM-2568 105 202
CACM-2569 83 195
CACM-2570 85 145
CACM-2571 81 130
CACM-2572 113 191
CACM-2573 19 19
CACM-2574 35 40
CACM-2575 34 41
CACM-2576 34 41
CACM-2577 36 44
CACM-2578 36 41
CACM-2579 71 105
CACM-2580 105 163
CACM-2581 77 112
CACM-2582 99 171
CACM-2583 38 46
CACM-2584 78 101
CACM-2585 27 27
CACM-2586 31 31
CACM-2587 24 25
CACM-2588 19 20
CACM-2589 25 25
CACM-2590 16 16
CACM-2591 21 25
CACM-2592 91 160
CACM-2593 92 149
CACM-2594 89 123
CACM-2595 86 143
CACM-2596 76 152
CACM-2597 71 107
CACM-2598 106 208
CACM-2599 31 36
CACM-2600 30 33
CACM-2601 36 43
CACM-2602 26 30
CACM-2603 58 87
CACM-2604 74 116
CACM-2605 77 111
CACM-2606 92 179
CACM-2607 30 35
CACM-2608 25 31
CACM-2609 64 95
CACM-2610 68 122
CACM-2611 22 22
CACM-2612 18 18
CACM-2613 22 24
CACM-2614 28 31
CACM-2615 29 36
CACM-2616 48 78
CACM-2617 28 28
CACM-2618 45 55
CACM-2619 71 138
CACM-2620 125 222
CACM-2621 69 99
CACM-2622 129 252
CACM-2623 89 133
CACM-2624 89 133
CACM-2625 110 204
CACM-2626 75 115
CACM-2627 88 146
CACM-2628 98 194
CACM-2629 86 130
CACM-2630 45 72
CACM-2631 116 183
CACM-2632 93 160
CACM-2633 51 80
CACM-2634 88 113
CACM-2635 24 24
CACM-2636 22 22
CACM-2637 21 21
CACM-2638 19 19
CACM-2639 19 19
CACM-2640 18 18
CACM-2641 30 37
CACM-2642 38 47
CACM-2643 61 79
CACM-2644 75 113
CACM-2645 103 221
CACM-2646 98 162
CACM-2647 36 42
CACM-2648 68 103
CACM-2649 53 85
CACM-2650 82 142
CACM-2651 83 135
CACM-2652 77 138
CACM-2653 23 24
CACM-2654 27 30
CACM-2655 32 35
CACM-2656 78 120
CACM-2657 84 149
CACM-2658 28 35
CACM-2659 30 34
CACM-2660 28 28
CACM-2661 33 35
CACM-2662 32 38
CACM-2663 34 40
CACM-2664 52 70
CACM-2665 92 141
CACM-2666 72 104
CACM-2667 100 172
CACM-2668 84 147
CACM-2669 98 178
CACM-2670 66 105
CACM-2671 32 34
CACM-2672 33 36
CACM-2673 24 28
CACM-2674 103 160
CACM-2675 23 24
CACM-2676 20 21
CACM-2677 21 22
CACM-2678 31 33
CACM-2679 75 124
CACM-2680 92 144
CACM-2681 78 115
CACM-2682 92 186
CACM-2683 93 139
CACM-2684 106 163
CACM-2685 46 67
CACM-2686 65 95
CACM-2687 96 149
CACM-2688 97 151
CACM-2689 29 34
CACM-2690 27 29
CACM-2691 44 53
CACM-2692 160 306
CACM-2693 30 37
CACM-2694 23 27
CACM-2695 101 166
CACM-2696 63 111
CACM-2697 118 222
CACM-2698 80 118
CACM-2699 94 158
CACM-2700 75 114
CACM-2701 113 184
CACM-2702 110 227
CACM-2703 91 152
CACM-2704 63 85
CACM-2705 94 154
CACM-2706 43 66
CACM-2707 83 122
CACM-2708 66 82
CACM-2709 103 172
CACM-2710 95 147
CACM-2711 94 151
CACM-2712 89 134
CACM-2713 24 24
CACM-2714 79 181
CACM-2715 81 126
CACM-2716 113 179
CACM-2717 89 134
CACM-2718 77 136
CACM-2719 78 123
CACM-2720 101 157
CACM-2721 109 208
CACM-2722 125 261
CACM-2723 104 177
CACM-2724 17 17
CACM-2725 24 24
CACM-2726 102 203
CACM-2727 56 77
CACM-2728 69 114
CACM-2729 36 44
CACM-2730 77 110
CACM-2731 26 31
CACM-2732 75 106
CACM-2733 80 105
CACM-2734 126 258
CACM-2735 35 44
CACM-2736 31 34
CACM-2737 76 146
CACM-2738 66 94
CACM-2739 101 187
CACM-2740 93 171
CACM-2741 83 129
CACM-2742 89 132
CACM-2743 33 39
CACM-2744 71 110
CACM-2745 53 75
CACM-2746 83 167
CACM-2747 49 64
CACM-2748 48 58
CACM-2749 85 149
CACM-2750 119 192
CACM-2751 84 141
CACM-2752 31 39
CACM-2753 134 252
CACM-2754 78 112
CACM-2755 21 21
CACM-2756 34 44
CACM-2757 21 24
CACM-2758 32 37
CACM-2759 29 30
CACM-2760 20 21
CACM-2761 20 20
CACM-2762 26 26
CACM-2763 31 34
CACM-2764 76 99
CACM-2765 106 165
CACM-2766 74 111
CACM-2767 98 175
CACM-2768 46 70
CACM-2769 56 88
CACM-2770 63 92
CACM-2771 95 130
CACM-2772 52 91
CACM-2773 25 26
CACM-2774 18 18
CACM-2775 28 29
CACM-2776 84 142
CACM-2777 82 133
CACM-2778 20 21
CACM-2779 50 72
CACM-2780 63 92
CACM-2781 33 39
CACM-2782 28 31
CACM-2783 33 38
CACM-2784 64 86
CACM-2785 71 111
CACM-2786 130 216
CACM-2787 101 153
CACM-2788 34 34
CACM-2789 22 22
CACM-2790 21 22
CACM-2791 24 24
CACM-2792 17 17
CACM-2793 18 18
CACM-2794 97 174
CACM-2795 95 157
CACM-2796 22 22
CACM-2797 24 24
CACM-2798 80 153
CACM-2799 68 122
CACM-2800 83 179
CACM-2801 88 142
CACM-2802 90 146
CACM-2803 35 46
CACM-2804 47 65
CACM-2805 59 98
CACM-2806 60 79
CACM-2807 75 132
CACM-2808 67 104
CACM-2809 70 103
CACM-2810 100 167
CACM-2811 79 141
CACM-2812 104 211
CACM-2813 49 75
CACM-2814 21 21
CACM-2815 70 88
CACM-2816 85 143
CACM-2817 78 122
CACM-2818 24 25
CACM-2819 83 136
CACM-2820 117 196
CACM-2821 79 114
CACM-2822 60 92
CACM-2823 73 128
CACM-2824 36 39
CACM-2825 39 50
CACM-2826 82 147
CACM-2827 93 157
CACM-2828 133 220
CACM-2829 108 194
CACM-2830 24 25
CACM-2831 27 28
CACM-2832 81 127
CACM-2833 116 171
CACM-2834 67 106
CACM-2835 72 106
CACM-2836 61 93
CACM-2837 65 102
CACM-2838 109 189
CACM-2839 63 83
CACM-2840 81 132
CACM-2841 93 162
CACM-2842 78 141
CACM-2843 68 87
CACM-2844 28 33
CACM-2845 66 96
CACM-2846 102 206
CACM-2847 69 113
CACM-2848 64 104
CACM-2849 111 185
CACM-2850 94 168
CACM-2851 133 266
CACM-2852 74 139
CACM-2853 29 31
CACM-2854 20 20
CACM-2855 74 116
CACM-2856 99 163
CACM-2857 82 122
CACM-2858 81 134
CACM-2859 94 165
CACM-2860 107 156
CACM-2861 25 26
CACM-2862 81 162
CACM-2863 68 110
CACM-2864 106 197
CACM-2865 99 156
CACM-2866 77 99
CACM-2867 67 98
CACM-2868 88 135
CACM-2869 64 95
CACM-2870 85 159
CACM-2871 88 147
CACM-2872 19 20
CACM-2873 84 135
CACM-2874 57 94
CACM-2875 29 39
CACM-2876 98 204
CACM-2877 70 109
CACM-2878 95 174
CACM-2879 38 50
CACM-2880 64 83
CACM-2881 58 81
CACM-2882 95 179
CACM-2883 100 209
CACM-2884 86 141
CACM-2885 74 120
CACM-2886 95 203
CACM-2887 117 239
CACM-2888 77 123
CACM-2889 110 254
CACM-2890 96 181
CACM-2891 64 101
CACM-2892 86 141
CACM-2893 122 223
CACM-2894 67 117
CACM-2895 53 87
CACM-2896 65 87
CACM-2897 114 208
CACM-2898 81 138
CACM-2899 63 111
CACM-2900 73 110
CACM-2901 92 156
CACM-2902 96 165
CACM-2903 89 143
CACM-2904 61 84
CACM-2905 114 235
CACM-2906 91 143
CACM-2907 70 123
CACM-2908 23 27
CACM-2909 30 33
CACM-2910 30 36
CACM-2911 132 252
CACM-2912 85 128
CACM-2913 88 128
CACM-2914 64 115
CACM-2915 68 106
CACM-2916 120 235
CACM-2917 26 28
CACM-2918 91 155
CACM-2919 106 173
CACM-2920 88 143
CACM-2921 114 213
CACM-2922 131 237
CACM-2923 111 187
CACM-2924 117 202
CACM-2925 125 202
CACM-2926 62 101
CACM-2927 80 137
CACM-2928 94 164
CACM-2929 94 157
CACM-2930 56 88
CACM-2931 208 392
CACM-2932 48 67
CACM-2933 37 49
CACM-2934 28 32
CACM-2935 26 28
CACM-2936 100 146
CACM-2937 72 128
CACM-2938 78 120
CACM-2939 96 184
CACM-2940 107 195
CACM-2941 71 107
CACM-2942 28 36
CACM-2943 85 145
CACM-2944 93 138
CACM-2945 81 119
CACM-2946 81 113
CACM-2947 106 171
CACM-2948 80 127
CACM-2949 90 171
CACM-2950 84 150
CACM-2951 107 188
CACM-2952 32 38
CACM-2953 72 106
CACM-2954 75 110
CACM-2955 62 108
CACM-2956 82 136
CACM-2957 113 194
CACM-2958 68 124
CACM-2959 80 138
CACM-2960 21 22
CACM-2961 69 102
CACM-2962 68 106
CACM-2963 78 143
CACM-2964 28 35
CACM-2965 31 38
CACM-2966 79 129
CACM-2967 102 169
CACM-2968 102 163
CACM-2969 75 116
CACM-2970 101 177
CACM-2971 107 187
CACM-2972 75 129
CACM-2973 74 106
CACM-2974 37 42
CACM-2975 23 29
CACM-2976 33 38
CACM-2977 72 129
CACM-2978 84 176
CACM-2979 128 224
CACM-2980 77 131
CACM-2981 88 155
CACM-2982 23 28
CACM-2983 25 35
CACM-2984 49 80
CACM-2985 100 190
CACM-2986 101 180
CACM-2987 96 181
CACM-2988 85 133
CACM-2989 100 181
CACM-2990 97 190
CACM-2991 92 173
CACM-2992 27 32
CACM-2993 109 178
CACM-2994 69 89
CACM-2995 21 22
CACM-2996 99 172
CACM-2997 72 122
CACM-2998 113 198
CACM-2999 71 125
CACM-3000 75 123
CACM-3001 116 198
CACM-3002 104 225
CACM-3003 56 92
CACM-3004 77 129
CACM-3005 113 169
CACM-3006 79 136
CACM-3007 15 17
CACM-3008 95 167
CACM-3009 58 83
CACM-3010 60 97
CACM-3011 93 172
CACM-3012 70 116
CACM-3013 94 150
CACM-3014 100 191
CACM-3015 145 253
CACM-3016 73 102
CACM-3017 73 93
CACM-3018 101 192
CACM-3019 19 20
CACM-3020 88 149
CACM-3021 136 258
CACM-3022 74 114
CACM-3023 79 120
CACM-3024 110 180
CACM-3025 88 147
CACM-3026 108 165
CACM-3027 97 151
CACM-3028 96 144
CACM-3029 20 21
CACM-3030 80 116
CACM-3031 96 158
CACM-3032 95 178
CACM-3033 112 203
CACM-3034 81 142
CACM-3035 79 144
CACM-3036 82 150
CACM-3037 76 114
CACM-3038 61 91
CACM-3039 102 138
CACM-3040 76 121
CACM-3041 112 230
CACM-3042 87 148
CACM-3043 81 123
CACM-3044 58 67
CACM-3045 67 94
CACM-3046 70 136
CACM-3047 100 190
CACM-3048 98 201
CACM-3049 107 214
CACM-3050 73 138
CACM-3051 35 43
CACM-3052 116 216
CACM-3053 97 128
CACM-3054 84 123
CACM-3055 66 126
CACM-3056 78 127
CACM-3057 108 217
CACM-3058 66 96
CACM-3059 77 160
CACM-3060 60 85
CACM-3061 27 32
CACM-3062 31 35
CACM-3063 35 40
CACM-3064 96 162
CACM-3065 82 132
CACM-3066 90 140
CACM-3067 105 168
CACM-3068 69 110
CACM-3069 91 158
CACM-3070 73 131
CACM-3071 84 133
CACM-3072 103 166
CACM-3073 78 108
CACM-3074 98 162
CACM-3075 70 124
CACM-3076 132 250
CACM-3077 166 389
CACM-3078 82 142
CACM-3079 48 61
CACM-3080 91 167
CACM-3081 114 217
CACM-3082 66 121
CACM-3083 69 102
CACM-3084 75 129
CACM-3085 78 143
CACM-3086 82 133
CACM-3087 131 220
CACM-3088 83 128
CACM-3089 68 101
CACM-3090 80 150
CACM-3091 100 189
CACM-3092 115 197
CACM-3093 68 107
CACM-3094 128 231
CACM-3095 68 122
CACM-3096 103 183
CACM-3097 119 229
CACM-3098 68 135
CACM-3099 76 123
CACM-3100 86 127
CACM-3101 93 144
CACM-3102 66 88
CACM-3103 90 155
CACM-3104 66 104
CACM-3105 86 153
CACM-3106 94 145
CACM-3107 59 77
CACM-3108 52 73
CACM-3109 56 74
CACM-3110 82 136
CACM-3111 101 152
CACM-3112 136 241
CACM-3113 73 103
CACM-3114 103 182
CACM-3115 97 181
CACM-3116 96 157
CACM-3117 100 165
CACM-3118 65 101
CACM-3119 51 73
CACM-3120 101 150
CACM-3121 78 131
CACM-3122 30 43
CACM-3123 25 32
CACM-3124 80 135
CACM-3125 101 171
CACM-3126 39 54
CACM-3127 84 127
CACM-3128 90 161
CACM-3129 78 122
CACM-3130 80 152
CACM-3131 86 132
CACM-3132 98 172
CACM-3133 74 120
CACM-3134 94 189
CACM-3135 100 172
CACM-3136 84 136
CACM-3137 65 105
CACM-3138 112 206
CACM-3139 66 125
CACM-3140 76 117
CACM-3141 73 112
CACM-3142 135 213
CACM-3143 70 103
CACM-3144 63 88
CACM-3145 82 137
CACM-3146 89 150
CACM-3147 93 161
CACM-3148 75 116
CACM-3149 78 108
CACM-3150 104 167
CACM-3151 56 95
CACM-3152 100 174
CACM-3153 111 201
CACM-3154 78 144
CACM-3155 17 17
CACM-3156 77 120
CACM-3157 105 220
CACM-3158 65 105
CACM-3159 25 30
CACM-3160 122 217
CACM-3161 29 30
CACM-3162 53 75
CACM-3163 114 225
CACM-3164 103 155
CACM-3165 90 153
CACM-3166 87 140
CACM-3167 52 79
CACM-3168 34 40
CACM-3169 33 41
CACM-3170 41 65
CACM-3171 60 71
CACM-3172 77 129
CACM-3173 68 97
CACM-3174 54 75
CACM-3175 77 118
CACM-3176 91 133
CACM-3177 78 103
CACM-3178 18 18
CACM-3179 71 94
CACM-3180 65 88
CACM-3181 92 134
CACM-3182 107 160
CACM-3183 75 129
CACM-3184 46 64
CACM-3185 50 68
CACM-3186 31 40
CACM-3187 41 47
CACM-3188 58 75
CACM-3189 54 71
CACM-3190 47 57
CACM-3191 49 55
CACM-3192 52 73
CACM-3193 52 58
CACM-3194 60 67
CACM-3195 52 72
CACM-3196 57 75
CACM-3197 50 61
CACM-3198 52 75
CACM-3199 91 127
CACM-3200 73 143
CACM-3201 79 104
CACM-3202 85 114
CACM-3203 79 109
CACM-3204 83 109
